avg_response_time,average_time_from_auction_last_bet,avg_bid_per_auction,stddev_bid_per_auction,tot_num_of_bids,avg_phone_per_auction,stddev_phone_per_auction,tot_phones_used,avg_country_per_auction,stddev_country_per_auction,tot_country_used,avg_url_per_auction,tot_url_used,auction_participated,avg_bids_in_participated_auctions,stddev_bids_in_participated_auctions,avg_ratio_poitions,stddev_ratio_poitions,jewelry,furniture,home_goods,mobile,sporting_goods,office_equipment,computers,books_and_music,clothing,auto_parts,outcome
8165783310.7213,5582767287070.15,3.2105,3.9737,427,2.5113,2.515,334,1.0977,0.4398,146,2.5564,340,133,11336.9508,10708.6748,0.5075597172,0.2528168506,0,0,0,0,0,0,0,1,0,0,0
2473684210.5,69384447368421.5,1,0,2,1,0,2,1,0,2,1,2,2,269336,268011,0.329781765,0.258142765,0,0,0,0,1,0,0,0,0,0,0
9337231968.8148,22718621832358.8,1.1739,0.379,27,1.1304,0.3368,26,1,0,23,1.087,25,23,14815.4074,24103.1476,0.5780476439,0.2732481718,0,0,0,1,0,0,0,0,0,0,0
97744360.8571,8444939849623.86,7,0,7,2,0,2,2,0,2,4,4,1,208926,0,0.3539394,0,0,0,0,1,0,0,0,0,0,0,0
100947368421.5,2093210526315.5,2,0,2,1,0,1,1,0,1,1,1,1,195,0,0.44871795,0,1,0,0,0,0,0,0,0,0,0,0
22789473684,7620605263158,1,0,2,1,0,2,1,0,2,1,2,2,3167.5,1603.5,0.45351866,0.42218874,1,0,0,0,0,0,0,0,0,0,0
0,70658631578948,1,0,1,1,0,1,1,0,1,1,1,1,537347,0,0.22966537,0,1,0,0,0,0,0,0,0,0,0,0
418379824974.593,29194377360807.5,5.0903,10.3114,2143,4.8005,8.5895,2021,1.038,0.2357,437,4.8266,2032,421,6165.6878,11298.7018,0.5154552916,0.2431856157,0,0,0,1,0,0,0,0,0,0,0
22105263158,36952947368421.1,2,0.7071,8,1.25,0.433,5,1,0,4,1,4,4,137002.625,231161.8517,0.5073609425,0.2586649149,0,0,0,1,0,0,0,0,0,0,0
7429824561.5,8346622807017.5,1.5,0.866,6,1.25,0.433,5,1,0,4,1.5,6,4,3404,1719.8129,0.241061875,0.2938222045,0,0,0,0,0,1,0,0,0,0,0
14724696356.2821,46358304993252.4,2.4375,1.4987,39,2.125,1.1659,34,1,0,16,2.4375,39,16,7749.1538,7754.5328,0.4589367481,0.2506417227,1,0,0,0,0,0,0,0,0,0,0
2385964912.3333,37938915789473.7,2.5,1.7078,15,2.1667,1.3437,13,1.3333,0.4714,8,2.1667,13,6,34718,25871.0928,0.4437852617,0.1497793659,0,0,0,1,0,0,0,0,0,0,0
64521929824.5833,47168627192982.3,1.7143,1.1606,12,1.7143,1.1606,12,1,0,7,1.4286,10,7,782,316.193,0.3985020729,0.2600702152,0,0,0,1,0,0,0,0,0,0,0
33463345864.625,3991903195488.64,4,2.6458,56,2.4286,1.0498,34,1,0,14,1,14,14,794.9286,737.597,0.6709703021,0.1644211826,0,0,0,0,1,0,0,0,0,0,0
6520467836.2593,5759034113060.35,1.4595,0.8251,54,1.3243,0.6175,49,1,0,37,1.3243,49,37,3004.6852,2686.6315,0.5011551932,0.3010697224,1,0,0,0,0,0,0,0,0,0,0
11343329253.3547,62212316095471.4,4.7778,5.86,172,4.0278,4.711,145,1.75,1.3819,63,3.8056,137,36,76033.0233,162801.2653,0.3549592319,0.2582671166,1,0,0,0,0,0,0,0,0,0,0
48605263158.1667,58759078947368.3,1.2,0.4,6,1,0,5,1,0,5,1,5,5,9702.8333,5132.9633,0.560652814,0.2876693625,0,0,0,1,0,0,0,0,0,0,0
1304601503759.29,5967060150376,1.1667,0.3727,7,1,0,6,1.1667,0.3727,7,1,6,6,5857.2857,8181.1311,0.5047295317,0.3518264204,0,0,0,0,0,0,0,1,0,0,0
2105263157.8235,7204537151702.56,2.6154,5.0313,34,2.1538,3.4384,28,1,0,13,2.3846,31,13,18584.6176,11466.4548,0.3982255931,0.2168158898,1,0,0,0,0,0,0,0,0,0,0
21885910976.4276,6435043893857.11,5.9635,36.2041,1795,3.3588,10.3826,1011,1.3522,2.0579,407,2.9003,873,301,70838.0919,95564.6249,0.519448465,0.2466498553,0,0,0,1,0,0,0,0,0,0,0
3315789473.5,34481500000000.5,1,0,2,1,0,2,1,0,2,1,2,2,2023.5,1807.5,0.48326699,0.16951079,0,0,0,1,0,0,0,0,0,0,0
175438596.3333,12726192982456,3,0,3,1,0,1,1,0,1,1,1,1,208926,0,0.07608755,0,0,0,1,0,0,0,0,0,0,0,0
17816182246.7164,8086691280440.33,4.1875,11.577,67,2.125,4.3571,34,1.3125,1.2103,21,2.5625,41,16,393714.7313,237000.3727,0.6881191738,0.2218814179,0,0,0,1,0,0,0,0,0,0,0
17635964912.5,5242521929824.5,1.3333,0.9428,12,1.2222,0.6285,11,1,0,9,1.3333,12,9,11971.5833,12384.3322,0.5774464978,0.2972188382,1,0,0,0,0,0,0,0,0,0,0
2253588516.6364,5166746411483.18,1,0,11,1,0,11,1,0,11,1,11,11,8350.2727,7432.6351,0.6183188845,0.2993566665,0,0,0,1,0,0,0,0,0,0,0
11359444002.0289,6356543114635.89,7.6042,20.6597,730,4.5,7.0725,432,1.3958,1.3805,134,4.625,444,96,14203.8521,41993.9588,0.5532862825,0.2388497746,0,0,0,0,1,0,0,0,0,0,0
17463157894.8,11237900000000,1.25,0.6614,10,1.25,0.6614,10,1,0,8,1,8,8,1541.8,2295.7114,0.4036589988,0.2484137088,0,0,0,0,1,0,0,0,0,0,0
3438254119.2788,6057754591219.41,22.3486,65.6604,4872,7.7661,14.5421,1693,1.0229,0.1497,223,10.2844,2242,218,12246.4245,9767.19,0.5162141867,0.2044158817,0,0,0,0,1,0,0,0,0,0,1
5526315789.5,3966210526315.5,1,0,2,1,0,2,1,0,2,1,2,2,14721,4642,0.816671195,0.130392795,0,0,0,0,1,0,0,0,0,0,0
5752710922.9849,25876454473684.3,2.2472,2.6533,200,1.5281,1.1812,136,1,0,89,1.3371,119,89,3846.75,5575.2731,0.4127200946,0.2747023399,0,0,1,0,0,0,0,0,0,0,0
1616541353.4286,46620060150375.6,2.3333,1.8856,7,1.6667,0.9428,5,1.3333,0.4714,4,2,6,3,5073.5714,1314.0213,0.7319250633,0.123396894,1,0,0,0,0,0,0,0,0,0,0
22809787626.9474,13585028624192.2,1.425,1.0461,57,1.325,0.7546,53,1.025,0.1561,41,1.325,53,40,9033.193,17453.7715,0.5225649148,0.2984435514,0,0,0,1,0,0,0,0,0,0,0
7295149638.8431,26441877192982.4,1.5692,1.0072,102,1.3231,0.6351,86,1,0,65,1.3077,85,65,6618.3333,9710.6299,0.4899150574,0.2505363077,0,0,0,1,0,0,0,0,0,0,0
223145614035,39133396491228.1,1.5,1,60,1.425,0.8913,57,1,0,40,1.45,58,40,958.9167,1352.8507,0.393109313,0.3060247567,0,0,0,1,0,0,0,0,0,0,0
51235588972.4603,54913211336032.4,1.413,1.0124,65,1.3043,0.748,60,1.1087,0.3746,51,1.0217,47,46,11802.0923,16684.12,0.3441684333,0.2637353276,0,0,0,1,0,0,0,0,0,0,0
111595907382.075,5810255873684.27,4.8638,9.691,1250,4.6148,8.6075,1186,1.0272,0.1851,264,4.642,1193,257,4211.4784,9786.3507,0.5122214135,0.2488564602,0,0,0,1,0,0,0,0,0,0,0
360902255.8571,9633338345864.72,1.75,0.8292,7,1.25,0.433,5,1.25,0.433,5,1,4,4,103761.8571,91081.6332,0.27056142,0.0430327675,0,0,0,0,1,0,0,0,0,0,0
4253036437.3462,6304265182186.15,1.3684,0.8085,26,1.1579,0.3646,22,1,0,19,1.2105,23,19,10919.2308,11280.4752,0.5282910468,0.3206564037,0,0,0,1,0,0,0,0,0,0,0
4248538011.8333,8866008771930,4.5,3.2787,18,2.5,0.5,10,1.25,0.433,5,3,12,4,19927.4444,29227.3674,0.5141740025,0.1333423514,0,0,0,1,0,0,0,0,0,0,0
789473684,261789473684,1,0,1,1,0,1,1,0,1,1,1,1,11840,0,0.97702703,0,0,0,0,0,0,0,0,1,0,0,0
1131578947,1806578947368.5,1,0,2,1,0,2,1,0,2,1,2,2,4614,3240,0.78994571,0.11398442,0,0,0,1,0,0,0,0,0,0,0
7578947368,4939315789474,1,0,1,1,0,1,1,0,1,1,1,1,511,0,0.38551859,0,0,0,0,0,1,0,0,0,0,0,0
7014035087.76,32301782021425.5,3.8966,15.7181,226,2.6379,7.597,153,1.1034,0.781,64,1.5,87,58,290789.8053,267049.8459,0.4641683776,0.2655285197,0,0,1,0,0,0,0,0,0,0,0
7831269349.8235,3638185758514.15,3.4,1.8,34,1.2,0.4,12,1,0,10,1,10,10,1035.3824,3855.7981,0.479055932,0.1920447078,0,0,1,0,0,0,0,0,0,0,0
8569252077.5132,3576758310248.99,76,0,76,3,0,3,1,0,1,1,1,1,979,0,0.51434063,0,0,0,0,1,0,0,0,0,0,0,0
37199561403.5,5242223684210.37,1.2,0.5099,24,1.1,0.4359,22,1,0,20,1.1,22,20,4450.375,6803.3296,0.492503695,0.2539701344,0,0,0,1,0,0,0,0,0,0,0
212251572955.167,35615132969215.7,6.9737,25.7237,530,4.4474,12.0048,338,1.0263,0.2279,78,1.0395,79,76,12275.583,9138.0888,0.5362821636,0.2640135305,0,0,0,1,0,0,0,0,0,0,0
13705949656.8043,27345695652174,1.3529,0.9356,46,1.2059,0.7186,41,1.0588,0.2353,36,1.1765,40,34,76166.1304,179155.6264,0.5005854718,0.2836182219,0,0,0,0,0,0,0,0,1,0,0
9631578947,2017894736842.33,1.5,0.5,3,1.5,0.5,3,1,0,2,1,2,2,2104.6667,1638.6021,0.563975835,0.136341285,0,0,0,1,0,0,0,0,0,0,0
19099999999.8,5013763157895,1,0,10,1,0,10,1,0,10,1,10,10,616.8,820.9174,0.44923778,0.2931665733,0,0,0,0,1,0,0,0,0,0,0
0,1130684210527,1,0,1,1,0,1,1,0,1,1,1,1,3004,0,0.63715047,0,1,0,0,0,0,0,0,0,0,0,0
692982456.1667,6865447368421,1.2,0.4,6,1.2,0.4,6,1.2,0.4,6,1.2,6,5,7449.5,3389.3695,0.557390848,0.2698934762,0,0,0,0,1,0,0,0,0,0,0
11952153110.0485,25220247084777.9,3.7955,7.5786,167,2.8409,4.9403,125,1,0,44,2.2273,98,44,6489.3054,10332.9891,0.1782838373,0.1490437832,0,0,0,0,0,0,1,0,0,0,1
9578947368.4,4958863157894.4,1,0,5,1,0,5,1,0,5,1,5,5,2697.4,2319.6321,0.644613298,0.3707633154,0,0,0,0,1,0,0,0,0,0,0
87719298,9243929824561.33,3,0,3,3,0,3,1,0,1,2,2,1,208926,0,0.30579248,0,1,0,0,0,0,0,0,0,0,0,0
2526315789.75,8211868421052.5,1,0,4,1,0,4,1,0,4,1,4,4,9168,1122.4159,0.3820527175,0.2980451707,0,0,0,0,0,0,0,1,0,0,0
601503759.2857,6328406015037.43,2.3333,1.8856,7,1,0,3,1,0,3,1,3,3,5416.4286,7453.7958,0.4958769933,0.1954990718,0,0,0,1,0,0,0,0,0,0,0
6087719298.3333,46050280701754.3,1,0,3,1,0,3,1,0,3,1,3,3,36101.6667,29530.0884,0.3905964167,0.1517929215,0,0,0,1,0,0,0,0,0,0,0
20978947368.4,19791526315789.6,1.6667,0.9428,5,1.3333,0.4714,4,1,0,3,1,3,3,1468,1190.8075,0.3191567433,0.2060035973,0,0,0,0,0,0,0,1,0,0,0
25531604434.8305,5360384669300.27,3.5149,8.2804,826,2.5404,5.0858,597,1.1404,1.1999,268,2.1957,516,235,32781.9891,64873.6258,0.5351581957,0.2488061589,0,0,0,1,0,0,0,0,0,0,0
4105263158,2490894736842,1,0,1,1,0,1,1,0,1,1,1,1,330,0,0.82727273,0,0,0,0,1,0,0,0,0,0,0,0
16565736202.8927,5665834753888.63,18.2963,18.8715,494,7.8889,9.0608,213,1,0,27,6.4444,174,27,1240.2976,475.0838,0.4937592244,0.2253952501,0,0,0,1,0,0,0,0,0,0,0
5431937232.14,7252825468062.97,77.4,95.1597,2322,1,0,30,1,0,30,1,30,30,22917.9927,63308.6668,0.4923528567,0.1158852193,0,0,0,1,0,0,0,0,0,0,0
41684210526.5,35518868421052.5,1,0,2,1,0,2,1,0,2,1,2,2,1066,742,0.647379955,0.323305885,0,0,0,1,0,0,0,0,0,0,0
8419385567.9638,5944493124703.68,3,4.647,222,1.8378,1.7166,136,1,0,74,2.5811,191,74,12036.2072,10435.7954,0.4838559086,0.2847713573,0,0,0,0,0,0,0,1,0,0,0
3662049861.5526,38058951523545.8,1.8095,1.3316,38,1.7143,1.2399,36,1.1429,0.4666,24,1.7143,36,21,83694.3158,176803.2076,0.4875306995,0.2533246113,0,0,0,1,0,0,0,0,0,0,0
9130224458.2071,5963473362107.9,5.6345,11.7167,817,4.0621,7.1383,589,1.4483,1.4945,210,2.6138,379,145,15693.0122,42385.0673,0.5129549979,0.238935022,0,0,0,0,0,1,0,0,0,0,0
1052631579,4442157894736,1,0,1,1,0,1,1,0,1,1,1,1,821,0,0.43848965,0,0,0,0,1,0,0,0,0,0,0,0
8070175438.6667,6762654970760.22,1.125,0.3307,9,1,0,8,1,0,8,1.125,9,8,10652.5556,21695.8371,0.4912754038,0.136242439,0,0,0,0,1,0,0,0,0,0,0
4135964912.5833,6940991228069.92,1.2,0.6,12,1.2,0.6,12,1,0,10,1.2,12,10,2018.5,1087.9539,0.536216956,0.2964211993,0,0,0,0,1,0,0,0,0,0,0
8779807350.4786,6244730654132.97,18.5298,43.674,3113,5.8095,14.4032,976,2.0833,4.1453,350,11.4405,1922,168,19383.5602,50765.8256,0.4669320783,0.2338451099,0,0,0,1,0,0,0,0,0,0,1
370405108.026,9619380217164.08,132.6364,211.5146,1459,1.5455,0.782,17,1.0909,0.2875,12,2.8182,31,11,19370.671,28585.3034,0.33988832,0.1172085972,0,0,1,0,0,0,0,0,0,0,0
7786243036.2968,6793061873206.97,18.6757,42.005,2073,10.3423,18.1031,1148,1.3694,1.1225,152,10.5586,1172,111,16982.6368,44755.8323,0.4871050095,0.2385412099,0,0,0,0,1,0,0,0,0,0,0
22603238866.3863,24406245819398,3.164,3.2594,598,2.5397,2.0765,480,1.0053,0.0725,190,2.836,536,189,5372.3796,6772.1996,0.4892619782,0.2386247927,0,0,0,1,0,0,0,0,0,0,0
35710082327.0045,27678168140925,52.5866,274.729,18826,8.5112,19.7072,3047,1.0028,0.0528,359,1.3883,497,358,3172.0764,2860.3546,0.4724537657,0.2150302238,0,0,0,1,0,0,0,0,0,0,1
12912280701.7333,65057457894737,2.3077,2.9453,30,2.0769,2.2001,27,1.3846,1.3323,18,1.7692,23,13,216162.9,262260.2127,0.3504750946,0.2495864636,0,0,0,1,0,0,0,0,0,0,0
64697047496.7805,24648659820282.4,1.8222,1.539,82,1.5333,0.9568,69,1.0222,0.1474,46,1.5333,69,45,1475.3902,1779.0759,0.4656432182,0.2180232114,1,0,0,0,0,0,0,0,0,0,0
3280543416.2996,60172197510925.6,55.4,83.1567,554,28.7,39.0591,287,1.4,0.6633,14,35,350,10,15094.5451,13665.4724,0.573044568,0.1651635849,0,0,0,0,1,0,0,0,0,0,0
6656641604,3094263157894.81,1.4,1.0198,21,1.3333,0.7888,20,1,0,15,1.2,18,15,2012.7143,1229.2745,0.6977804107,0.1852646295,0,0,0,0,0,1,0,0,0,0,0
5192982456.3333,4204052631578.67,1,0,3,1,0,3,1,0,3,1,3,3,1592.6667,1380.663,0.4315570133,0.2935953879,0,0,0,0,0,1,0,0,0,0,0
339794470085.115,35929668821052.7,21.9298,39.8318,2500,10.8684,18.1937,1239,1,0,114,14.386,1640,114,1318.8104,1802.0583,0.5586421701,0.2284863302,0,0,0,0,1,0,0,0,0,0,0
17511278195.4286,3750338345864.86,1,0,7,1,0,7,1,0,7,1,7,7,944.1429,480.983,0.6719195186,0.1558351572,1,0,0,0,0,0,0,0,0,0,0
7350877193,2713631578947.33,1.5,0.5,3,1,0,2,1,0,2,1,2,2,2964.6667,2060.9806,0.35606965,0.28393035,0,0,0,1,0,0,0,0,0,0,0
4470288624.8065,58358039049235.9,3.1,4.4822,31,1,0,10,1,0,10,1,10,10,18763.7419,94691.3458,0.54280565,0.2175414351,0,0,0,0,1,0,0,0,0,0,0
19913815789.5,5241313815789.41,2.1622,1.6026,80,1.5946,0.853,59,1,0,37,1.7838,66,37,1315.3625,1506.1539,0.53384896,0.2449293373,1,0,0,0,0,0,0,0,0,0,0
5263157894,2917526315790,1,0,1,1,0,1,1,0,1,1,1,1,22964,0,0.91077338,0,1,0,0,0,0,0,0,0,0,0,0
2789473684,5939842105263,1,0,1,1,0,1,1,0,1,1,1,1,3744,0,0.60737179,0,0,0,0,1,0,0,0,0,0,0,0
1831578947.2,5190968421052.7,1.2,0.4899,30,1.16,0.463,29,1,0,25,1.16,29,25,7830.9,8603.4652,0.5316444436,0.240331121,0,0,0,1,0,0,0,0,0,0,0
1631578947,2594105263158,1,0,1,1,0,1,1,0,1,1,1,1,2789,0,0.50484044,0,0,0,0,1,0,0,0,0,0,0,0
15894960806.2596,33537157670772.7,1.9748,1.5743,235,1.6303,1.0441,194,1.0084,0.0913,120,1.7143,204,119,6688.7532,9383.5967,0.4824735492,0.2446184438,0,0,0,0,1,0,0,0,0,0,0
2684744405.3888,22097292699203.5,14.253,46.9514,1183,5.5542,10.2584,461,1.0723,0.4043,89,10.7831,895,83,9177.0727,8681.9403,0.5047452259,0.236281516,0,0,0,0,0,1,0,0,0,0,1
35087719.3333,71703684210526.7,3,0,3,3,0,3,3,0,3,3,3,1,537347,0,0.19798256,0,0,0,0,1,0,0,0,0,0,0,0
191647506925.211,14657462887989.4,6.5,6.886,78,3.75,3.2178,45,1.0833,0.2764,13,3.0833,37,12,76009.9103,186929.4172,0.5398634425,0.1895085262,0,0,0,1,0,0,0,0,0,0,0
6355263158,41374815789473.8,1.1429,0.3499,8,1,0,7,1,0,7,1.1429,8,7,18726.25,22999.2041,0.4380969014,0.3809178195,0,0,0,0,0,1,0,0,0,0,0
523450858664.973,36197805476722.9,111.2727,61.5963,7344,34.3788,17.4814,2269,15.7273,7.3207,1038,61.4091,4053,66,274.4216,2606.0112,0.4790141459,0.1388873008,0,0,0,0,0,0,0,0,0,1,0
78478289473.6875,4020267650834.32,2.4118,2.4024,82,1.9412,1.814,66,1,0,34,1.2941,44,34,1312.0732,3788.4448,0.5619598838,0.251267316,0,0,0,0,1,0,0,0,0,0,0
131578947.5,31333447368421.5,1,0,2,1,0,2,1,0,2,1,2,2,276700.5,260646.5,0.61846343,0.35317129,0,0,0,1,0,0,0,0,0,0,0
105263158,9992473684211,1,0,1,1,0,1,1,0,1,1,1,1,8257,0,0.23446772,0,1,0,0,0,0,0,0,0,0,0,0
56163992297.8262,44544862901935.8,3.3918,4.1457,329,2.4948,2.1783,242,1.5258,1.1585,148,1.1443,111,97,12777.9757,42132.8603,0.469618954,0.2065844335,0,0,0,0,0,0,0,1,0,0,1
43878768523.2476,29564474961676.1,2.3678,2.6002,412,1.8793,1.8639,327,1.2011,0.8576,209,2.0402,355,174,11162.585,19205.2708,0.5161855237,0.2646818964,1,0,0,0,0,0,0,0,0,0,0
10785789473.67,7275356315789.51,4,3.1369,100,1.16,0.3666,29,1,0,25,1.56,39,25,3018.98,2600.8732,0.6436579088,0.2489339446,0,0,0,1,0,0,0,0,0,0,0
36482456140.3095,40538479949874.8,2,1.7182,42,1.8571,1.5518,39,1.3333,0.7127,28,1.9048,40,21,30358.9524,79740.5412,0.5500587581,0.2096517467,0,0,1,0,0,0,0,0,0,0,0
2682625237.8133,36429208623969.8,4.0488,16.787,166,2.5854,8.0273,106,1.3171,2.0053,54,2.0488,84,41,357504.006,252074.3603,0.4757057566,0.306989139,0,0,0,1,0,0,0,0,0,0,0
3289473683.5,4859842105263.5,2,0,2,2,0,2,1,0,1,2,2,1,7485,0,0.62738811,0,0,0,0,0,0,1,0,0,0,0,0
27663157894.9,3607576315789.2,1.8182,1.4659,20,1.4545,0.8907,16,1,0,11,1.0909,12,11,11838.35,11876.7258,0.61769203,0.1935044891,1,0,0,0,0,0,0,0,0,0,0
210526316,5300078947368,1,0,2,1,0,2,1,0,2,1,2,2,9891,4941,0.61189063,0.32568513,0,0,0,0,1,0,0,0,0,0,0
51789473684.1667,9627149122807.33,6,0,6,6,0,6,1,0,1,1,1,1,404,0,0.29249175,0,0,0,0,0,1,0,0,0,0,0,0
20487719298.2,37969740350877.4,1.0714,0.2575,15,1,0,14,1,0,14,1,14,14,1461.5333,1674.0007,0.319069595,0.2876471745,1,0,0,0,0,0,0,0,0,0,0
8492787932.1768,6321622577626.03,7.3538,19.5585,1912,4.2192,8.1808,1097,1.2077,1.4449,314,3.6538,950,260,12892.8698,11112.1932,0.5012189251,0.2315679215,0,0,0,1,0,0,0,0,0,0,0
40805511226.2786,32893138691535.8,8.4369,31.2706,3341,5.1212,7.4108,2028,1.2803,1.5585,507,5.5505,2198,396,10576.1078,15798.871,0.4807412676,0.2160878014,1,0,0,0,0,0,0,0,0,0,0
42653975363.9362,6804314669652.77,2.7647,5.3526,47,2.5294,4.4208,43,1.4118,1.6471,24,1.6471,28,17,107107.5106,104010.1192,0.5533628106,0.2188430717,1,0,0,0,0,0,0,0,0,0,0
59959375.7245,10864299205512.3,1023.5,1021.5,2047,82,80,164,2.5,1.5,5,2,4,2,208722.4221,6509.7203,0.220695195,0.036397005,0,0,0,1,0,0,0,0,0,0,0
786918881.7113,9429707892089.45,198.8,266.8422,3976,1,0,20,1,0,20,1,20,20,4082.9074,2038.7569,0.635900831,0.1943502097,0,0,0,1,0,0,0,0,0,0,0
19388157894.625,23382626644736.9,2.1333,1.3098,32,1.4,0.611,21,1,0,15,1,15,15,1418.5,1249.14,0.3906230287,0.2093652032,0,0,0,0,1,0,0,0,0,0,0
561978070175.333,6013910087719.38,1.3333,0.5774,24,1.3333,0.5774,24,1.1667,0.3727,21,1,18,18,4321.3333,8172.1238,0.4077536711,0.2729754422,0,0,1,0,0,0,0,0,0,0,0
1842105263,62820657894736.5,1,0,2,1,0,2,1,0,2,1,2,2,22051.5,1837.5,0.08181931,0.01265932,1,0,0,0,0,0,0,0,0,0,0
52631579,87894736843,1,0,1,1,0,1,1,0,1,1,1,1,537347,0,0.99529541,0,1,0,0,0,0,0,0,0,0,0,1
3576023391.8056,8168733918128.72,9,7.1764,36,1,0,4,1,0,4,1,4,4,60327.0556,22165.4035,0.560766145,0.1377755661,0,0,1,0,0,0,0,0,0,0,0
3675653499.0011,3721550169968.43,14.9667,28.7094,898,8.5667,15.3388,514,4.9,8.1847,294,13.7,822,60,26913.7361,57770.4882,0.48389949,0.2569012124,0,0,0,1,0,0,0,0,0,0,0
0,72770631578948,1,0,1,1,0,1,1,0,1,1,1,1,4089,0,0.10320372,0,0,0,0,0,1,0,0,0,0,0,0
9330526315.8267,6668079298245.48,2.2727,5.4953,75,2.0303,4.2958,67,1.1515,0.8571,38,1.6667,55,33,93618.8,102274.6046,0.5007409321,0.2490541153,1,0,0,0,0,0,0,0,0,0,0
52631579,68427842105263,1,0,1,1,0,1,1,0,1,1,1,1,11462,0,0.25187576,0,0,0,0,1,0,0,0,0,0,0,0
26608324420.0102,38691483008993.1,10.7368,35.9523,2856,6.0564,16.6932,1611,1.9436,3.4772,517,7.0902,1886,266,44248.3967,113544.302,0.4908229813,0.2296319008,1,0,0,0,0,0,0,0,0,0,0
4953216374.2222,6594725146198.67,1.8,1.6,9,1.2,0.4,6,1,0,5,1,5,5,116683.4444,103131.8428,0.297579808,0.2463111606,0,0,1,0,0,0,0,0,0,0,0
1394736842,53152302631579.5,1.3333,0.4714,4,1.3333,0.4714,4,1.3333,0.4714,4,1.3333,4,3,272887.25,264514.7276,0.2505700433,0.2073150469,0,0,0,1,0,0,0,0,0,0,0
5872050212.1532,6472706061561.1,6.2887,17.9317,1503,3.9874,7.7007,953,1.1004,0.7133,263,3.5021,837,239,11347.9654,10396.1155,0.4936975904,0.242034528,0,0,0,1,0,0,0,0,0,0,0
0,1757105263158,1,0,1,1,0,1,1,0,1,1,1,1,1351,0,0.55958549,0,0,0,0,1,0,0,0,0,0,0,0
17219298245.7,33272929824561.3,1.2,0.4,30,1.08,0.2713,27,1,0,25,1.12,28,25,10140,14943.4338,0.5057466808,0.2609058,0,0,0,1,0,0,0,0,0,0,0
4408521303.2857,27785894736842.1,2,2.132,22,1.6364,1.3667,18,1,0,11,1.0909,12,11,2169.9091,1579.2755,0.5130607109,0.1848566227,0,0,0,1,0,0,0,0,0,0,0
8652631578.95,5751984210526.25,1.6667,0.7454,20,1.5,0.6455,18,1,0,12,1.5833,19,12,26734.15,60819.9227,0.581434785,0.2358491002,0,0,1,0,0,0,0,0,0,0,0
9684210526.3393,6070631892230.45,3.4286,5.7747,168,2.9388,4.4374,144,1,0,49,2.7755,136,49,3393.5595,5202.6736,0.5132540382,0.2005339573,0,0,0,1,0,0,0,0,0,0,0
10936842105.2,9268936842105.2,1,0,5,1,0,5,1,0,5,1,5,5,1163.8,1026.798,0.29821076,0.299380509,0,0,0,1,0,0,0,0,0,0,0
49877990430.7273,3954014035087.73,1.5,0.922,45,1.4333,0.9195,43,1,0,30,1.2333,37,30,1171.7333,1828.4827,0.594943741,0.2964469169,0,0,0,1,0,0,0,0,0,0,0
3656641603.9048,17255689223057.6,1.4,0.7118,21,1.4,0.7118,21,1,0,15,1.2667,19,15,14080.4286,22863.6658,0.6570568587,0.2225166322,1,0,0,0,0,0,0,0,0,0,0
162227945437.866,32508820910043.1,38.351,122.6263,27536,15.5933,33.2128,11196,2.046,5.6899,1469,24.0613,17276,718,11019.4563,12696.0893,0.5042075522,0.2311808879,1,0,0,0,0,0,0,0,0,0,0
0,4222157894737,1,0,1,1,0,1,1,0,1,1,1,1,208926,0,0.67736902,0,1,0,0,0,0,0,0,0,0,0,0
3368421053,2497578947368,1,0,1,1,0,1,1,0,1,1,1,1,1870,0,0.38716578,0,0,0,0,1,0,0,0,0,0,0,0
11732212587.4559,45730801223242,24.3123,333.3805,6540,3.8699,22.4707,1041,1.3457,2.097,362,9.7695,2628,269,451284.072,195838.7589,0.4347588688,0.2317588823,1,0,0,0,0,0,0,0,0,0,1
0,9260631578947,1,0,1,1,0,1,1,0,1,1,1,1,27420,0,0.25547046,0,0,0,0,0,0,0,0,0,1,0,0
52631579,8123210526315,2,0,2,1,0,1,2,0,2,2,2,1,208926,0,0.39763361,0,1,0,0,0,0,0,0,0,0,0,0
192193624907.321,32439969861805.3,2.2803,2.9922,358,1.9936,2.3254,313,1,0,157,2,314,157,7547.0084,13139.4133,0.4974494944,0.2667398375,0,0,0,1,0,0,0,0,0,0,0
25451025222.0409,5872859106281.14,33.3958,108.6518,8015,14.1292,32.3331,3391,2.5708,7.2706,617,15.8167,3796,240,10731.9446,10541.5429,0.5056252142,0.2136612821,0,0,0,1,0,0,0,0,0,0,0
3813596491.2417,7399628070175.5,2.5,3.2081,120,1.9375,2.0957,93,1.0208,0.1428,49,1.625,78,48,12192.675,10290.1457,0.3881207496,0.2880579425,0,0,0,1,0,0,0,0,0,0,0
99845521954.0677,24529624164001.2,3.4641,4.6761,724,2.6986,2.8804,564,1.1053,0.5162,231,2.4306,508,209,7437.6851,12514.8382,0.4919940496,0.2411577913,1,0,0,0,0,0,0,0,0,0,0
1736842105,926421052632,1,0,1,1,0,1,1,0,1,1,1,1,1293,0,0.75328693,0,0,0,0,1,0,0,0,0,0,0,0
1678947368.4,36964242105263.2,1.1111,0.3143,10,1,0,9,1,0,9,1,9,9,25362.3,26629.5634,0.4403189356,0.3213442326,0,0,0,0,1,0,0,0,0,0,0
2210526316,2721368421053,1,0,1,1,0,1,1,0,1,1,1,1,382,0,0.42931937,0,0,0,0,0,0,1,0,0,0,0,0
